year,iso_week,week_first_session,week_last_session,rebalance_dates,forced_exit_dates,week_end_source_signal_date,gross_target,cash_target,position_count,held_at_week_end,target_weights_at_week_end,constituent_snapshot_date,tradable_constituent_count
2024,1,2024-01-02,2024-12-31,2024-01-02 | 2024-12-30,,2024-12-27,1.0,0.0,5,GEV | PLTR | TPL | UAL | VST,GEV:0.2000000000 | PLTR:0.2000000000 | TPL:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-12-23,503
2024,2,2024-01-08,2024-01-12,2024-01-09,,2024-01-08,1.0,0.0,5,AES | CCL | DXCM | EXPE | PODD,AES:0.2000000000 | CCL:0.2000000000 | DXCM:0.2000000000 | EXPE:0.2000000000 | PODD:0.2000000000,2023-12-18,503
2024,32,2024-08-05,2024-08-09,2024-08-07,,2024-08-06,1.0,0.0,5,CRWD | NVDA | SW | TER | TSLA,CRWD:0.2000000000 | NVDA:0.2000000000 | SW:0.2000000000 | TER:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,33,2024-08-12,2024-08-16,2024-08-14,,2024-08-13,1.0,0.0,5,AVGO | NVDA | SW | TER | TSLA,AVGO:0.2000000000 | NVDA:0.2000000000 | SW:0.2000000000 | TER:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,34,2024-08-19,2024-08-23,2024-08-21,,2024-08-20,1.0,0.0,5,NVDA | QRVO | SW | SWKS | TSLA,NVDA:0.2000000000 | QRVO:0.2000000000 | SW:0.2000000000 | SWKS:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,35,2024-08-26,2024-08-30,2024-08-28,,2024-08-27,1.0,0.0,5,MHK | QRVO | SW | SWKS | TSLA,MHK:0.2000000000 | QRVO:0.2000000000 | SW:0.2000000000 | SWKS:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,36,2024-09-03,2024-09-06,2024-09-05,,2024-09-04,1.0,0.0,5,CHTR | MHK | MMM | SW | TSLA,CHTR:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | SW:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,37,2024-09-09,2024-09-13,2024-09-12,,2024-09-11,1.0,0.0,5,CHTR | MHK | MMM | SW | TSLA,CHTR:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | SW:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,38,2024-09-16,2024-09-20,2024-09-19,,2024-09-18,1.0,0.0,5,CHTR | MHK | MMM | SW | TSLA,CHTR:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | SW:0.2000000000 | TSLA:0.2000000000,2024-07-08,503
2024,39,2024-09-23,2024-09-27,2024-09-26,,2024-09-25,1.0,0.0,5,BLDR | MHK | MMM | PLTR | SW,BLDR:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | PLTR:0.2000000000 | SW:0.2000000000,2024-09-23,503
2024,40,2024-09-30,2024-10-04,2024-10-03,,2024-10-02,1.0,0.0,5,BLDR | GL | MHK | MMM | SW,BLDR:0.2000000000 | GL:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | SW:0.2000000000,2024-10-01,503
2024,41,2024-10-07,2024-10-11,2024-10-10,,2024-10-09,1.0,0.0,5,FTNT | MHK | MMM | PLTR | SBUX,FTNT:0.2000000000 | MHK:0.2000000000 | MMM:0.2000000000 | PLTR:0.2000000000 | SBUX:0.2000000000,2024-10-01,503
2024,42,2024-10-14,2024-10-18,2024-10-17,,2024-10-16,1.0,0.0,5,FTNT | GEV | MMM | PLTR | SBUX,FTNT:0.2000000000 | GEV:0.2000000000 | MMM:0.2000000000 | PLTR:0.2000000000 | SBUX:0.2000000000,2024-10-01,503
2024,43,2024-10-21,2024-10-25,2024-10-24,,2024-10-23,1.0,0.0,5,FTNT | GEV | MMM | PLTR | SBUX,FTNT:0.2000000000 | GEV:0.2000000000 | MMM:0.2000000000 | PLTR:0.2000000000 | SBUX:0.2000000000,2024-10-01,503
2024,44,2024-10-28,2024-11-01,2024-10-31,,2024-10-30,1.0,0.0,5,FTNT | GEV | PLTR | SBUX | VST,FTNT:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | SBUX:0.2000000000 | VST:0.2000000000,2024-10-01,503
2024,45,2024-11-04,2024-11-08,2024-11-07,,2024-11-06,1.0,0.0,5,CEG | GEV | PLTR | UAL | VST,CEG:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-10-01,503
2024,46,2024-11-11,2024-11-15,2024-11-14,,2024-11-13,1.0,0.0,5,CEG | GEV | PLTR | UAL | VST,CEG:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-10-01,503
2024,47,2024-11-18,2024-11-22,2024-11-21,,2024-11-20,1.0,0.0,5,CEG | GEV | PLTR | UAL | VST,CEG:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-10-01,503
2024,48,2024-11-25,2024-11-29,2024-11-29,,2024-11-27,1.0,0.0,5,CEG | GEV | PLTR | UAL | VST,CEG:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-11-26,503
2024,49,2024-12-02,2024-12-06,2024-12-06,,2024-12-05,1.0,0.0,5,CEG | GEV | PLTR | UAL | VST,CEG:0.2000000000 | GEV:0.2000000000 | PLTR:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-11-26,503
2024,50,2024-12-09,2024-12-13,2024-12-13,,2024-12-12,1.0,0.0,5,GEV | PLTR | TPL | UAL | VST,GEV:0.2000000000 | PLTR:0.2000000000 | TPL:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-11-26,503
2024,51,2024-12-16,2024-12-20,2024-12-20,,2024-12-19,1.0,0.0,5,GEV | PLTR | TPL | UAL | VST,GEV:0.2000000000 | PLTR:0.2000000000 | TPL:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-11-26,503
2024,52,2024-12-23,2024-12-27,,,2024-12-19,1.0,0.0,5,GEV | PLTR | TPL | UAL | VST,GEV:0.2000000000 | PLTR:0.2000000000 | TPL:0.2000000000 | UAL:0.2000000000 | VST:0.2000000000,2024-12-23,503
