year,iso_week,week_first_session,week_last_session,rebalance_dates,forced_exit_dates,week_end_source_signal_date,gross_target,cash_target,position_count,held_at_week_end,target_weights_at_week_end,constituent_snapshot_date,tradable_constituent_count
2000,1,2000-01-03,2000-01-07,2000-01-05,,2000-01-04,1.0,0.0,5,CTXS | FBF | NTAP | ORCL | QCOM,CTXS:0.2000000000 | FBF:0.2000000000 | NTAP:0.2000000000 | ORCL:0.2000000000 | QCOM:0.2000000000,2000-01-07,418
2000,12,2000-03-20,2000-03-24,2000-03-24,,2000-03-23,1.0,0.0,5,ADI | CNXT | LB | MS | NTAP,ADI:0.2000000000 | CNXT:0.2000000000 | LB:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000,2000-03-21,421
2000,13,2000-03-27,2000-03-31,2000-03-31,,2000-03-30,1.0,0.0,5,ADI | COMS | LSI | MS | NTAP,ADI:0.2000000000 | COMS:0.2000000000 | LSI:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000,2000-03-29,421
2000,14,2000-04-03,2000-04-07,2000-04-07,,2000-04-06,1.0,0.0,5,ADI | LSI | MS | NTAP | SFA,ADI:0.2000000000 | LSI:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000 | SFA:0.2000000000,2000-04-06,422
2000,15,2000-04-10,2000-04-14,2000-04-14,,2000-04-13,1.0,0.0,5,ADSK | LSI | MS | NTAP | SFA,ADSK:0.2000000000 | LSI:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000 | SFA:0.2000000000,2000-04-10,421
2000,16,2000-04-17,2000-04-20,,,2000-04-13,1.0,0.0,5,ADSK | LSI | MS | NTAP | SFA,ADSK:0.2000000000 | LSI:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000 | SFA:0.2000000000,2000-04-20,423
2000,17,2000-04-24,2000-04-28,2000-04-24,,2000-04-20,1.0,0.0,5,ADSK | LSI | MS | NTAP | SFA,ADSK:0.2000000000 | LSI:0.2000000000 | MS:0.2000000000 | NTAP:0.2000000000 | SFA:0.2000000000,2000-04-27,422
2000,18,2000-05-01,2000-05-05,2000-05-01,,2000-04-28,1.0,0.0,5,LSI | MS | MU | NTAP | SFA,LSI:0.2000000000 | MS:0.2000000000 | MU:0.2000000000 | NTAP:0.2000000000 | SFA:0.2000000000,2000-05-05,423
2000,19,2000-05-08,2000-05-12,2000-05-08,,2000-05-05,1.0,0.0,5,AMD | LSI | MSI | MU | TMC,AMD:0.2000000000 | LSI:0.2000000000 | MSI:0.2000000000 | MU:0.2000000000 | TMC:0.2000000000,2000-05-11,421
2000,20,2000-05-15,2000-05-19,2000-05-15,,2000-05-12,1.0,0.0,5,AMD | MIR | MU | NGH | TMC,AMD:0.2000000000 | MIR:0.2000000000 | MU:0.2000000000 | NGH:0.2000000000 | TMC:0.2000000000,2000-05-17,422
2000,21,2000-05-22,2000-05-26,2000-05-22,,2000-05-19,1.0,0.0,5,AMD | MIR | MU | RBK | TMC,AMD:0.2000000000 | MIR:0.2000000000 | MU:0.2000000000 | RBK:0.2000000000 | TMC:0.2000000000,2000-05-17,422
2000,22,2000-05-30,2000-06-02,2000-05-30,,2000-05-26,1.0,0.0,5,AMD | BBY | MU | RBK | TMC,AMD:0.2000000000 | BBY:0.2000000000 | MU:0.2000000000 | RBK:0.2000000000 | TMC:0.2000000000,2000-06-02,423
2000,23,2000-06-05,2000-06-09,2000-06-06,,2000-06-05,1.0,0.0,5,AMD | NGH | RBK | TMC | UPR,AMD:0.2000000000 | NGH:0.2000000000 | RBK:0.2000000000 | TMC:0.2000000000 | UPR:0.2000000000,2000-06-09,423
2000,24,2000-06-12,2000-06-16,2000-06-13,,2000-06-12,1.0,0.0,5,AMD | BBBY | NGH | RBK | UPR,AMD:0.2000000000 | BBBY:0.2000000000 | NGH:0.2000000000 | RBK:0.2000000000 | UPR:0.2000000000,2000-06-16,421
2000,25,2000-06-19,2000-06-23,2000-06-20,,2000-06-19,1.0,0.0,5,AMD | NGH | RBK | UNM | UPR,AMD:0.2000000000 | NGH:0.2000000000 | RBK:0.2000000000 | UNM:0.2000000000 | UPR:0.2000000000,2000-06-23,425
2000,26,2000-06-26,2000-06-30,2000-06-27,,2000-06-26,1.0,0.0,5,AW | NGH | RBK | UNM | UPR,AW:0.2000000000 | NGH:0.2000000000 | RBK:0.2000000000 | UNM:0.2000000000 | UPR:0.2000000000,2000-06-29,425
2000,27,2000-07-03,2000-07-07,2000-07-05,,2000-07-03,1.0,0.0,5,AW | BEAM | NGH | RBK | UNM,AW:0.2000000000 | BEAM:0.2000000000 | NGH:0.2000000000 | RBK:0.2000000000 | UNM:0.2000000000,2000-07-06,425
2000,28,2000-07-10,2000-07-14,2000-07-12,,2000-07-11,1.0,0.0,5,ADCT | AW | BEAM | MS | NGH,ADCT:0.2000000000 | AW:0.2000000000 | BEAM:0.2000000000 | MS:0.2000000000 | NGH:0.2000000000,2000-07-14,424
2000,29,2000-07-17,2000-07-21,2000-07-19,,2000-07-18,1.0,0.0,5,ADCT | BEAM | MS | NGH | SAPE,ADCT:0.2000000000 | BEAM:0.2000000000 | MS:0.2000000000 | NGH:0.2000000000 | SAPE:0.2000000000,2000-07-19,423
2000,30,2000-07-24,2000-07-28,2000-07-26,,2000-07-25,1.0,0.0,5,ADCT | BEAM | MS | NGH | SAPE,ADCT:0.2000000000 | BEAM:0.2000000000 | MS:0.2000000000 | NGH:0.2000000000 | SAPE:0.2000000000,2000-07-28,422
2000,31,2000-07-31,2000-08-04,2000-08-02,,2000-08-01,1.0,0.0,5,ADCT | BEAM | MS | NGH | SAPE,ADCT:0.2000000000 | BEAM:0.2000000000 | MS:0.2000000000 | NGH:0.2000000000 | SAPE:0.2000000000,2000-08-04,422
2000,32,2000-08-07,2000-08-11,2000-08-09,,2000-08-08,1.0,0.0,5,BEAM | CNC | MS | MU | SANM,BEAM:0.2000000000 | CNC:0.2000000000 | MS:0.2000000000 | MU:0.2000000000 | SANM:0.2000000000,2000-08-07,422
2000,33,2000-08-14,2000-08-18,2000-08-16,,2000-08-15,1.0,0.0,5,BEAM | BRCM | CNC | MU | SANM,BEAM:0.2000000000 | BRCM:0.2000000000 | CNC:0.2000000000 | MU:0.2000000000 | SANM:0.2000000000,2000-08-17,423
2000,34,2000-08-21,2000-08-25,2000-08-23,,2000-08-22,1.0,0.0,5,BEAM | BRCM | CNC | MS | SANM,BEAM:0.2000000000 | BRCM:0.2000000000 | CNC:0.2000000000 | MS:0.2000000000 | SANM:0.2000000000,2000-08-25,422
2000,35,2000-08-28,2000-09-01,2000-08-30,,2000-08-29,1.0,0.0,5,BRCM | MS | PALM | PSFT | SANM,BRCM:0.2000000000 | MS:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000 | SANM:0.2000000000,2000-08-30,424
2000,36,2000-09-05,2000-09-08,2000-09-07,,2000-09-06,1.0,0.0,5,BRCM | HCR | PALM | PSFT | SANM,BRCM:0.2000000000 | HCR:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000 | SANM:0.2000000000,2000-09-07,424
2000,37,2000-09-11,2000-09-15,2000-09-14,,2000-09-13,1.0,0.0,5,BRCM | HCR | PALM | PSFT | SANM,BRCM:0.2000000000 | HCR:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000 | SANM:0.2000000000,2000-09-15,423
2000,38,2000-09-18,2000-09-22,2000-09-21,,2000-09-20,1.0,0.0,5,BRCM | HCR | PALM | PSFT | SANM,BRCM:0.2000000000 | HCR:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000 | SANM:0.2000000000,2000-09-15,424
2000,39,2000-09-25,2000-09-29,2000-09-28,,2000-09-27,1.0,0.0,5,BRCM | HCR | LB | PALM | PSFT,BRCM:0.2000000000 | HCR:0.2000000000 | LB:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000,2000-09-27,425
2000,40,2000-10-02,2000-10-06,2000-10-05,,2000-10-04,1.0,0.0,5,HCR | LB | NTAP | PSFT | PWJ,HCR:0.2000000000 | LB:0.2000000000 | NTAP:0.2000000000 | PSFT:0.2000000000 | PWJ:0.2000000000,2000-10-03,424
2000,41,2000-10-09,2000-10-13,2000-10-12,,2000-10-11,1.0,0.0,5,BSC | HCR | LB | PALM | PSFT,BSC:0.2000000000 | HCR:0.2000000000 | LB:0.2000000000 | PALM:0.2000000000 | PSFT:0.2000000000,2000-10-10,425
2000,42,2000-10-16,2000-10-20,2000-10-19,,2000-10-18,1.0,0.0,5,BSC | HCR | LB | PALM | UIS,BSC:0.2000000000 | HCR:0.2000000000 | LB:0.2000000000 | PALM:0.2000000000 | UIS:0.2000000000,2000-10-19,425
2000,43,2000-10-23,2000-10-27,2000-10-26,,2000-10-25,1.0,0.0,5,HCR | MERQ | PALM | SEBL | VRTS,HCR:0.2000000000 | MERQ:0.2000000000 | PALM:0.2000000000 | SEBL:0.2000000000 | VRTS:0.2000000000,2000-10-23,426
2000,44,2000-10-30,2000-11-03,2000-11-02,,2000-11-01,1.0,0.0,5,ADI | HUM | MDR | MERQ | NTAP,ADI:0.2000000000 | HUM:0.2000000000 | MDR:0.2000000000 | MERQ:0.2000000000 | NTAP:0.2000000000,2000-11-03,426
2000,45,2000-11-06,2000-11-10,2000-11-09,,2000-11-08,1.0,0.0,5,HUM | MDR | NTAP | PSFT | VRTS,HUM:0.2000000000 | MDR:0.2000000000 | NTAP:0.2000000000 | PSFT:0.2000000000 | VRTS:0.2000000000,2000-11-08,426
2000,46,2000-11-13,2000-11-17,2000-11-16,,2000-11-15,0.5,0.5,5,MDR | NTAP | PALM | PSFT | VRTS,MDR:0.1000000000 | NTAP:0.1000000000 | PALM:0.1000000000 | PSFT:0.1000000000 | VRTS:0.1000000000,2000-11-17,428
2000,47,2000-11-20,2000-11-24,2000-11-24,,2000-11-22,0.5,0.5,5,BBBY | HUM | NTAP | PALM | PSFT,BBBY:0.1000000000 | HUM:0.1000000000 | NTAP:0.1000000000 | PALM:0.1000000000 | PSFT:0.1000000000,2000-11-24,427
2000,48,2000-11-27,2000-12-01,2000-12-01,,2000-11-30,0.5,0.5,5,BBBY | HON | HUM | KG | PSFT,BBBY:0.1000000000 | HON:0.1000000000 | HUM:0.1000000000 | KG:0.1000000000 | PSFT:0.1000000000,2000-12-01,429
2000,49,2000-12-04,2000-12-08,2000-12-08,,2000-12-07,0.5,0.5,5,HON | HUM | KG | PALM | PSFT,HON:0.1000000000 | HUM:0.1000000000 | KG:0.1000000000 | PALM:0.1000000000 | PSFT:0.1000000000,2000-12-08,429
2000,50,2000-12-11,2000-12-15,2000-12-15,,2000-12-14,0.5,0.5,5,ABI | HON | HUM | KG | WLL,ABI:0.1000000000 | HON:0.1000000000 | HUM:0.1000000000 | KG:0.1000000000 | WLL:0.1000000000,2000-12-15,431
2000,51,2000-12-18,2000-12-22,2000-12-22,,2000-12-21,0.5,0.5,5,ABI | CTXS | HON | KG | WLL,ABI:0.1000000000 | CTXS:0.1000000000 | HON:0.1000000000 | KG:0.1000000000 | WLL:0.1000000000,2000-12-22,431
2000,52,2000-12-26,2000-12-29,,,2000-12-21,0.5,0.5,5,ABI | CTXS | HON | KG | WLL,ABI:0.1000000000 | CTXS:0.1000000000 | HON:0.1000000000 | KG:0.1000000000 | WLL:0.1000000000,2000-12-29,431
